candidate,candidate_source,hypothesis,trial_index,run_id,benchmark,options,returncode,success,timed_out,error,fault_coverage,test_patterns,test_patterns_before_compaction,test_patterns_after_compaction,collapsed_faults,redundant_faults,aborted_faults,backtrackings,runtime_seconds,fault_ordering_mode,fault_history_profile,fault_trace_attempts,generated_patterns_traced,faults_dropped_per_generated_pattern_mean,extra_drops_per_generated_pattern_mean,max_pattern_extra_drops,adaptive_compaction_enabled,adaptive_shuffle_limit,adaptive_compaction_stopped_early,adaptive_compaction_min_benefit,score,raw_score,passes_constraints,constraint_reason,run_dir,fault_trace_path,pattern_trace_path
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,2,20260615-221524_candidate_history_ordering_c1_trial2_pcitc_c7bf8f92,pcitc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/pcitc_fault_profile.json""]",0,True,False,,99.826,5948,6025,5948,75768,131,1,62,10.617,history,pcitc_fault_profile.json,6157,6025,12.553692946058092,11.553692946058092,17505,True,1,False,1.0,39.28429999999999,39.28429999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221524_candidate_history_ordering_c1_trial2_pcitc_c7bf8f92,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221524_candidate_history_ordering_c1_trial2_pcitc_c7bf8f92/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221524_candidate_history_ordering_c1_trial2_pcitc_c7bf8f92/pcitc.test.patterntrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,3,20260615-221531_candidate_history_ordering_c1_trial3_pcitc_5147f75f,pcitc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/pcitc_fault_profile.json""]",0,True,False,,99.826,5945,6025,5945,75768,131,1,62,11.2,history,pcitc_fault_profile.json,6157,6025,12.553692946058092,11.553692946058092,17505,True,1,False,1.0,39.25599999999999,39.25599999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221531_candidate_history_ordering_c1_trial3_pcitc_5147f75f,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221531_candidate_history_ordering_c1_trial3_pcitc_5147f75f/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221531_candidate_history_ordering_c1_trial3_pcitc_5147f75f/pcitc.test.patterntrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,1,20260615-221537_candidate_history_ordering_c1_trial1_destc_93cbd34a,destc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/destc_fault_profile.json""]",0,True,False,,100.0,352,388,352,295215,0,0,1,14.8,history,destc_fault_profile.json,388,388,760.8634020618557,759.8634020618557,74190,True,1,False,1.0,95.0,95.0,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221537_candidate_history_ordering_c1_trial1_destc_93cbd34a,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221537_candidate_history_ordering_c1_trial1_destc_93cbd34a/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221537_candidate_history_ordering_c1_trial1_destc_93cbd34a/destc.test.patterntrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,2,20260615-221546_candidate_history_ordering_c1_trial2_destc_13d8b607,destc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/destc_fault_profile.json""]",0,True,False,,100.0,347,388,347,295215,0,0,1,15.783,history,destc_fault_profile.json,388,388,760.8634020618557,759.8634020618557,74190,True,1,False,1.0,94.9517,94.9517,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221546_candidate_history_ordering_c1_trial2_destc_13d8b607,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221546_candidate_history_ordering_c1_trial2_destc_13d8b607/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221546_candidate_history_ordering_c1_trial2_destc_13d8b607/destc.test.patterntrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,3,20260615-221556_candidate_history_ordering_c1_trial3_destc_01aba4c1,destc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/destc_fault_profile.json""]",0,True,False,,100.0,347,388,347,295215,0,0,1,15.617,history,destc_fault_profile.json,388,388,760.8634020618557,759.8634020618557,74190,True,1,False,1.0,94.9683,94.9683,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221556_candidate_history_ordering_c1_trial3_destc_01aba4c1,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221556_candidate_history_ordering_c1_trial3_destc_01aba4c1/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221556_candidate_history_ordering_c1_trial3_destc_01aba4c1/destc.test.patterntrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,1,20260615-221605_candidate_history_ordering_c1_trial1_DMAtc_7f033aeb,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/DMAtc_fault_profile.json""]",0,True,False,,94.562,10760,10951,10760,77788,2071,2159,7064,26.4,history,DMAtc_fault_profile.json,15181,10951,6.717012145009588,5.717012145009588,14685,True,1,False,1.0,-15.678000000000011,-15.678000000000011,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221605_candidate_history_ordering_c1_trial1_DMAtc_7f033aeb,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221605_candidate_history_ordering_c1_trial1_DMAtc_7f033aeb/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221605_candidate_history_ordering_c1_trial1_DMAtc_7f033aeb/DMAtc.test.patterntrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,2,20260615-221621_candidate_history_ordering_c1_trial2_DMAtc_b47cd7f2,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/DMAtc_fault_profile.json""]",0,True,False,,94.562,10760,10951,10760,77788,2071,2159,7064,28.167,history,DMAtc_fault_profile.json,15181,10951,6.717012145009588,5.717012145009588,14685,True,1,False,1.0,-15.854700000000012,-15.854700000000012,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221621_candidate_history_ordering_c1_trial2_DMAtc_b47cd7f2,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221621_candidate_history_ordering_c1_trial2_DMAtc_b47cd7f2/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221621_candidate_history_ordering_c1_trial2_DMAtc_b47cd7f2/DMAtc.test.patterntrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,3,20260615-221638_candidate_history_ordering_c1_trial3_DMAtc_23ac79ab,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/DMAtc_fault_profile.json""]",0,True,False,,94.562,10758,10951,10758,77788,2071,2159,7064,29.3,history,DMAtc_fault_profile.json,15181,10951,6.717012145009588,5.717012145009588,14685,True,1,False,1.0,-15.948,-15.948,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221638_candidate_history_ordering_c1_trial3_DMAtc_23ac79ab,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221638_candidate_history_ordering_c1_trial3_DMAtc_23ac79ab/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221638_candidate_history_ordering_c1_trial3_DMAtc_23ac79ab/DMAtc.test.patterntrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,1,20260615-221656_candidate_stem_first_reference_trial1_pcitc_dacb01d3,pcitc.bench,"[""-O"", ""stem""]",0,True,False,,99.826,5923,6955,5923,75768,131,1,101,11.4,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,True,1.0,39.45599999999999,39.45599999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221656_candidate_stem_first_reference_trial1_pcitc_dacb01d3,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221656_candidate_stem_first_reference_trial1_pcitc_dacb01d3/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221656_candidate_stem_first_reference_trial1_pcitc_dacb01d3/pcitc.test.patterntrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,2,20260615-221703_candidate_stem_first_reference_trial2_pcitc_5882d520,pcitc.bench,"[""-O"", ""stem""]",0,True,False,,99.826,5922,6955,5922,75768,131,1,101,11.483,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,True,1.0,39.457699999999996,39.457699999999996,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221703_candidate_stem_first_reference_trial2_pcitc_5882d520,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221703_candidate_stem_first_reference_trial2_pcitc_5882d520/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221703_candidate_stem_first_reference_trial2_pcitc_5882d520/pcitc.test.patterntrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,3,20260615-221710_candidate_stem_first_reference_trial3_pcitc_5fb1499b,pcitc.bench,"[""-O"", ""stem""]",0,True,False,,99.826,5921,6955,5921,75768,131,1,101,11.483,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,True,1.0,39.467699999999994,39.467699999999994,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221710_candidate_stem_first_reference_trial3_pcitc_5fb1499b,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221710_candidate_stem_first_reference_trial3_pcitc_5fb1499b/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221710_candidate_stem_first_reference_trial3_pcitc_5fb1499b/pcitc.test.patterntrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,1,20260615-221717_candidate_stem_first_reference_trial1_destc_cb9d0002,destc.bench,"[""-O"", ""stem""]",0,True,False,,100.0,392,485,392,295215,0,0,0,12.1,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,True,1.0,94.87,94.87,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221717_candidate_stem_first_reference_trial1_destc_cb9d0002,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221717_candidate_stem_first_reference_trial1_destc_cb9d0002/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221717_candidate_stem_first_reference_trial1_destc_cb9d0002/destc.test.patterntrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,2,20260615-221724_candidate_stem_first_reference_trial2_destc_f7e59d80,destc.bench,"[""-O"", ""stem""]",0,True,False,,100.0,387,485,387,295215,0,0,0,11.917,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,True,1.0,94.9383,94.9383,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221724_candidate_stem_first_reference_trial2_destc_f7e59d80,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221724_candidate_stem_first_reference_trial2_destc_f7e59d80/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221724_candidate_stem_first_reference_trial2_destc_f7e59d80/destc.test.patterntrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,3,20260615-221732_candidate_stem_first_reference_trial3_destc_48a407b0,destc.bench,"[""-O"", ""stem""]",0,True,False,,100.0,388,485,388,295215,0,0,0,12.467,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,True,1.0,94.8733,94.8733,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221732_candidate_stem_first_reference_trial3_destc_48a407b0,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221732_candidate_stem_first_reference_trial3_destc_48a407b0/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221732_candidate_stem_first_reference_trial3_destc_48a407b0/destc.test.patterntrace.csv
