candidate,candidate_source,hypothesis,trial_index,run_id,benchmark,options,returncode,success,timed_out,error,fault_coverage,test_patterns,test_patterns_before_compaction,test_patterns_after_compaction,collapsed_faults,redundant_faults,aborted_faults,backtrackings,runtime_seconds,fault_ordering_mode,fault_history_profile,fault_trace_attempts,generated_patterns_traced,faults_dropped_per_generated_pattern_mean,extra_drops_per_generated_pattern_mean,max_pattern_extra_drops,adaptive_compaction_enabled,adaptive_shuffle_limit,adaptive_compaction_stopped_early,adaptive_compaction_min_benefit,score,raw_score,passes_constraints,constraint_reason,run_dir,fault_trace_path,pattern_trace_path,drop_trace_path
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,2,20260616-114524_candidate_history_ordering_c1_trial2_pcitc_fe6c8673,pcitc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/pcitc_fault_profile.json""]",0,True,False,,99.826,5942,6024,5942,75768,128,4,51,10.917,history,pcitc_fault_profile.json,6156,6024,12.555776892430279,11.555776892430279,17505,True,1,False,1.0,39.31429999999999,39.31429999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114524_candidate_history_ordering_c1_trial2_pcitc_fe6c8673,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114524_candidate_history_ordering_c1_trial2_pcitc_fe6c8673/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114524_candidate_history_ordering_c1_trial2_pcitc_fe6c8673/pcitc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114524_candidate_history_ordering_c1_trial2_pcitc_fe6c8673/pcitc.test.droptrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,3,20260616-114531_candidate_history_ordering_c1_trial3_pcitc_6a7e9c9f,pcitc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/pcitc_fault_profile.json""]",0,True,False,,99.826,5941,6024,5941,75768,128,4,51,11.217,history,pcitc_fault_profile.json,6156,6024,12.555776892430279,11.555776892430279,17505,True,1,False,1.0,39.29429999999999,39.29429999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114531_candidate_history_ordering_c1_trial3_pcitc_6a7e9c9f,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114531_candidate_history_ordering_c1_trial3_pcitc_6a7e9c9f/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114531_candidate_history_ordering_c1_trial3_pcitc_6a7e9c9f/pcitc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114531_candidate_history_ordering_c1_trial3_pcitc_6a7e9c9f/pcitc.test.droptrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,1,20260616-114538_candidate_history_ordering_c1_trial1_destc_0a367f61,destc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/destc_fault_profile.json""]",0,True,False,,100.0,349,399,349,295215,0,0,1,16.1,history,destc_fault_profile.json,399,399,739.8872180451128,738.8872180451128,74190,True,1,False,1.0,94.9,94.9,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114538_candidate_history_ordering_c1_trial1_destc_0a367f61,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114538_candidate_history_ordering_c1_trial1_destc_0a367f61/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114538_candidate_history_ordering_c1_trial1_destc_0a367f61/destc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114538_candidate_history_ordering_c1_trial1_destc_0a367f61/destc.test.droptrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,2,20260616-114547_candidate_history_ordering_c1_trial2_destc_c2ecd72b,destc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/destc_fault_profile.json""]",0,True,False,,100.0,352,399,352,295215,0,0,1,15.35,history,destc_fault_profile.json,399,399,739.8872180451128,738.8872180451128,74190,True,1,False,1.0,94.94500000000001,94.94500000000001,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114547_candidate_history_ordering_c1_trial2_destc_c2ecd72b,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114547_candidate_history_ordering_c1_trial2_destc_c2ecd72b/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114547_candidate_history_ordering_c1_trial2_destc_c2ecd72b/destc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114547_candidate_history_ordering_c1_trial2_destc_c2ecd72b/destc.test.droptrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,3,20260616-114557_candidate_history_ordering_c1_trial3_destc_e87763b2,destc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/destc_fault_profile.json""]",0,True,False,,100.0,356,399,356,295215,0,0,1,15.8,history,destc_fault_profile.json,399,399,739.8872180451128,738.8872180451128,74190,True,1,False,1.0,94.86,94.86,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114557_candidate_history_ordering_c1_trial3_destc_e87763b2,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114557_candidate_history_ordering_c1_trial3_destc_e87763b2/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114557_candidate_history_ordering_c1_trial3_destc_e87763b2/destc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114557_candidate_history_ordering_c1_trial3_destc_e87763b2/destc.test.droptrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,1,20260616-114606_candidate_history_ordering_c1_trial1_DMAtc_135620b7,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/DMAtc_fault_profile.json""]",0,True,False,,94.562,10740,10940,10740,77788,1988,2242,4596,27.183,history,DMAtc_fault_profile.json,15170,10940,6.723765996343693,5.723765996343693,14685,True,1,False,1.0,-15.556300000000007,-15.556300000000007,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114606_candidate_history_ordering_c1_trial1_DMAtc_135620b7,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114606_candidate_history_ordering_c1_trial1_DMAtc_135620b7/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114606_candidate_history_ordering_c1_trial1_DMAtc_135620b7/DMAtc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114606_candidate_history_ordering_c1_trial1_DMAtc_135620b7/DMAtc.test.droptrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,2,20260616-114623_candidate_history_ordering_c1_trial2_DMAtc_59c79371,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/DMAtc_fault_profile.json""]",0,True,False,,94.562,10739,10940,10739,77788,1988,2242,4596,27.167,history,DMAtc_fault_profile.json,15170,10940,6.723765996343693,5.723765996343693,14685,True,1,False,1.0,-15.544700000000002,-15.544700000000002,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114623_candidate_history_ordering_c1_trial2_DMAtc_59c79371,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114623_candidate_history_ordering_c1_trial2_DMAtc_59c79371/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114623_candidate_history_ordering_c1_trial2_DMAtc_59c79371/DMAtc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114623_candidate_history_ordering_c1_trial2_DMAtc_59c79371/DMAtc.test.droptrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,3,20260616-114639_candidate_history_ordering_c1_trial3_DMAtc_397dd747,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/profiles/DMAtc_fault_profile.json""]",0,True,False,,94.562,10740,10940,10740,77788,1988,2242,4596,26.433,history,DMAtc_fault_profile.json,15170,10940,6.723765996343693,5.723765996343693,14685,True,1,False,1.0,-15.481300000000008,-15.481300000000008,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114639_candidate_history_ordering_c1_trial3_DMAtc_397dd747,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114639_candidate_history_ordering_c1_trial3_DMAtc_397dd747/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114639_candidate_history_ordering_c1_trial3_DMAtc_397dd747/DMAtc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114639_candidate_history_ordering_c1_trial3_DMAtc_397dd747/DMAtc.test.droptrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,1,20260616-114655_candidate_stem_first_reference_trial1_pcitc_8a1480fd,pcitc.bench,"[""-O"", ""stem""]",0,True,False,,99.826,5922,6955,5922,75768,131,1,101,11.667,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,True,1.0,39.439299999999996,39.439299999999996,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114655_candidate_stem_first_reference_trial1_pcitc_8a1480fd,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114655_candidate_stem_first_reference_trial1_pcitc_8a1480fd/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114655_candidate_stem_first_reference_trial1_pcitc_8a1480fd/pcitc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114655_candidate_stem_first_reference_trial1_pcitc_8a1480fd/pcitc.test.droptrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,2,20260616-114702_candidate_stem_first_reference_trial2_pcitc_a7d67adb,pcitc.bench,"[""-O"", ""stem""]",0,True,False,,99.826,5921,6955,5921,75768,131,1,101,11.667,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,True,1.0,39.449299999999994,39.449299999999994,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114702_candidate_stem_first_reference_trial2_pcitc_a7d67adb,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114702_candidate_stem_first_reference_trial2_pcitc_a7d67adb/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114702_candidate_stem_first_reference_trial2_pcitc_a7d67adb/pcitc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114702_candidate_stem_first_reference_trial2_pcitc_a7d67adb/pcitc.test.droptrace.csv
